instance,HT_win_acc,HT_cum_acc,HAT_win_acc,HAT_cum_acc,NB_win_acc,NB_cum_acc
94,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0
99,40.0,0.0,36.0,0.0,40.0,0.0
100,40.0,0.0,36.0,0.0,40.0,0.0
101,40.0,0.0,36.0,0.0,40.0,0.0
102,40.0,0.0,36.0,0.0,40.0,0.0
103,40.0,0.0,36.0,0.0,40.0,0.0
104,40.0,0.0,36.0,0.0,40.0,0.0
105,40.0,0.0,36.0,0.0,40.0,0.0
106,40.0,0.0,36.0,0.0,40.0,0.0
107,40.0,0.0,36.0,0.0,40.0,0.0
108,40.0,0.0,36.0,0.0,40.0,0.0
109,40.0,0.0,36.0,0.0,40.0,0.0
110,40.0,0.0,36.0,0.0,40.0,0.0
111,40.0,0.0,36.0,0.0,40.0,0.0
112,40.0,0.0,36.0,0.0,40.0,0.0
113,40.0,0.0,36.0,0.0,40.0,0.0
114,40.0,0.0,36.0,0.0,40.0,0.0
115,40.0,0.0,36.0,0.0,40.0,0.0
116,40.0,0.0,36.0,0.0,40.0,0.0
117,40.0,0.0,36.0,0.0,40.0,0.0
118,40.0,0.0,36.0,0.0,40.0,0.0
119,40.0,0.0,36.0,0.0,40.0,0.0
120,40.0,0.0,36.0,0.0,40.0,0.0
121,40.0,0.0,36.0,0.0,40.0,0.0
122,40.0,0.0,36.0,0.0,40.0,0.0
123,40.0,0.0,36.0,0.0,40.0,0.0
124,40.0,0.0,36.0,0.0,40.0,0.0
125,40.0,0.0,36.0,0.0,40.0,0.0
126,40.0,0.0,36.0,0.0,40.0,0.0
127,40.0,0.0,36.0,0.0,40.0,0.0
128,40.0,0.0,36.0,0.0,40.0,0.0
129,40.0,0.0,36.0,0.0,40.0,0.0
130,40.0,0.0,36.0,0.0,40.0,0.0
131,40.0,0.0,36.0,0.0,40.0,0.0
132,40.0,0.0,36.0,0.0,40.0,0.0
133,40.0,0.0,36.0,0.0,40.0,0.0
134,40.0,0.0,36.0,0.0,40.0,0.0
135,40.0,0.0,36.0,0.0,40.0,0.0
136,40.0,0.0,36.0,0.0,40.0,0.0
137,40.0,0.0,36.0,0.0,40.0,0.0
138,40.0,0.0,36.0,0.0,40.0,0.0
139,40.0,0.0,36.0,0.0,40.0,0.0
140,40.0,0.0,36.0,0.0,40.0,0.0
141,40.0,0.0,36.0,0.0,40.0,0.0
142,40.0,0.0,36.0,0.0,40.0,0.0
143,40.0,0.0,36.0,0.0,40.0,0.0
144,40.0,0.0,36.0,0.0,40.0,0.0
145,40.0,0.0,36.0,0.0,40.0,0.0
146,40.0,0.0,36.0,0.0,40.0,0.0
147,40.0,0.0,36.0,0.0,40.0,0.0
148,40.0,0.0,36.0,0.0,40.0,0.0
149,40.0,0.0,36.0,0.0,40.0,0.0
150,40.0,0.0,36.0,0.0,40.0,0.0
151,40.0,0.0,36.0,0.0,40.0,0.0
152,40.0,0.0,36.0,0.0,40.0,0.0
153,40.0,0.0,36.0,0.0,40.0,0.0
154,40.0,0.0,36.0,0.0,40.0,0.0
155,40.0,0.0,36.0,0.0,40.0,0.0
156,40.0,0.0,36.0,0.0,40.0,0.0
157,40.0,0.0,36.0,0.0,40.0,0.0
158,40.0,0.0,36.0,0.0,40.0,0.0
159,40.0,0.0,36.0,0.0,40.0,0.0
160,40.0,0.0,36.0,0.0,40.0,0.0
161,40.0,0.0,36.0,0.0,40.0,0.0
162,40.0,0.0,36.0,0.0,40.0,0.0
163,40.0,0.0,36.0,0.0,40.0,0.0
164,40.0,0.0,36.0,0.0,40.0,0.0
165,40.0,0.0,36.0,0.0,40.0,0.0
166,40.0,0.0,36.0,0.0,40.0,0.0
167,40.0,0.0,36.0,0.0,40.0,0.0
168,40.0,0.0,36.0,0.0,40.0,0.0
169,40.0,0.0,36.0,0.0,40.0,0.0
170,40.0,0.0,36.0,0.0,40.0,0.0
171,40.0,0.0,36.0,0.0,40.0,0.0
172,40.0,0.0,36.0,0.0,40.0,0.0
173,40.0,0.0,36.0,0.0,40.0,0.0
174,40.0,0.0,36.0,0.0,40.0,0.0
175,40.0,0.0,36.0,0.0,40.0,0.0
176,40.0,0.0,36.0,0.0,40.0,0.0
177,40.0,0.0,36.0,0.0,40.0,0.0
178,40.0,0.0,36.0,0.0,40.0,0.0
179,40.0,0.0,36.0,0.0,40.0,0.0
180,40.0,0.0,36.0,0.0,40.0,0.0
181,40.0,0.0,36.0,0.0,40.0,0.0
182,40.0,0.0,36.0,0.0,40.0,0.0
183,40.0,0.0,36.0,0.0,40.0,0.0
184,40.0,0.0,36.0,0.0,40.0,0.0
185,40.0,0.0,36.0,0.0,40.0,0.0
186,40.0,0.0,36.0,0.0,40.0,0.0
187,40.0,0.0,36.0,0.0,40.0,0.0
188,40.0,0.0,36.0,0.0,40.0,0.0
189,40.0,0.0,36.0,0.0,40.0,0.0
190,40.0,0.0,36.0,0.0,40.0,0.0
191,40.0,0.0,36.0,0.0,40.0,0.0
192,40.0,0.0,36.0,0.0,40.0,0.0
193,40.0,0.0,36.0,0.0,40.0,0.0
194,40.0,0.0,36.0,0.0,40.0,0.0
195,40.0,0.0,36.0,0.0,40.0,0.0
196,40.0,0.0,36.0,0.0,40.0,0.0
197,40.0,0.0,36.0,0.0,40.0,0.0
198,40.0,0.0,36.0,0.0,40.0,0.0
199,40.0,0.0,36.0,0.0,40.0,0.0
200,40.0,0.0,36.0,0.0,40.0,0.0
201,40.0,0.0,36.0,0.0,40.0,0.0
202,40.0,0.0,36.0,0.0,40.0,0.0
203,40.0,0.0,36.0,0.0,40.0,0.0
204,40.0,0.0,36.0,0.0,40.0,0.0
205,40.0,0.0,36.0,0.0,40.0,0.0
206,40.0,0.0,36.0,0.0,40.0,0.0
207,40.0,0.0,36.0,0.0,40.0,0.0
208,40.0,0.0,36.0,0.0,40.0,0.0
209,40.0,0.0,36.0,0.0,40.0,0.0
210,40.0,0.0,36.0,0.0,40.0,0.0
211,40.0,0.0,36.0,0.0,40.0,0.0
212,40.0,0.0,36.0,0.0,40.0,0.0
213,40.0,0.0,36.0,0.0,40.0,0.0
214,40.0,0.0,36.0,0.0,40.0,0.0
215,40.0,0.0,36.0,0.0,40.0,0.0
216,40.0,0.0,36.0,0.0,40.0,0.0
217,40.0,0.0,36.0,0.0,40.0,0.0
218,40.0,0.0,36.0,0.0,40.0,0.0
219,40.0,0.0,36.0,0.0,40.0,0.0
220,40.0,0.0,36.0,0.0,40.0,0.0
221,40.0,0.0,36.0,0.0,40.0,0.0
222,40.0,0.0,36.0,0.0,40.0,0.0
223,40.0,0.0,36.0,0.0,40.0,0.0
224,40.0,0.0,36.0,0.0,40.0,0.0
225,40.0,0.0,36.0,0.0,40.0,0.0
226,40.0,0.0,36.0,0.0,40.0,0.0
227,40.0,0.0,36.0,0.0,40.0,0.0
228,40.0,0.0,36.0,0.0,40.0,0.0
229,40.0,0.0,36.0,0.0,40.0,0.0
230,40.0,0.0,36.0,0.0,40.0,0.0
231,40.0,0.0,36.0,0.0,40.0,0.0
232,40.0,0.0,36.0,0.0,40.0,0.0
233,40.0,0.0,36.0,0.0,40.0,0.0
234,40.0,0.0,36.0,0.0,40.0,0.0
235,40.0,0.0,36.0,0.0,40.0,0.0
236,40.0,0.0,36.0,0.0,40.0,0.0
237,40.0,0.0,36.0,0.0,40.0,0.0
238,40.0,0.0,36.0,0.0,40.0,0.0
239,40.0,0.0,36.0,0.0,40.0,0.0
240,40.0,0.0,36.0,0.0,40.0,0.0
241,40.0,0.0,36.0,0.0,40.0,0.0
242,40.0,0.0,36.0,0.0,40.0,0.0
243,40.0,0.0,36.0,0.0,40.0,0.0
244,40.0,0.0,36.0,0.0,40.0,0.0
245,40.0,0.0,36.0,0.0,40.0,0.0
246,40.0,0.0,36.0,0.0,40.0,0.0
247,40.0,0.0,36.0,0.0,40.0,0.0
248,40.0,0.0,36.0,0.0,40.0,0.0
249,40.0,0.0,36.0,0.0,40.0,0.0
250,40.0,0.0,36.0,0.0,40.0,0.0
251,40.0,0.0,36.0,0.0,40.0,0.0
252,40.0,0.0,36.0,0.0,40.0,0.0
253,40.0,0.0,36.0,0.0,40.0,0.0
254,40.0,0.0,36.0,0.0,40.0,0.0
255,40.0,0.0,36.0,0.0,40.0,0.0
256,40.0,0.0,36.0,0.0,40.0,0.0
257,40.0,0.0,36.0,0.0,40.0,0.0
258,40.0,0.0,36.0,0.0,40.0,0.0
259,40.0,0.0,36.0,0.0,40.0,0.0
260,40.0,0.0,36.0,0.0,40.0,0.0
261,40.0,0.0,36.0,0.0,40.0,0.0
262,40.0,0.0,36.0,0.0,40.0,0.0
263,40.0,0.0,36.0,0.0,40.0,0.0
264,40.0,0.0,36.0,0.0,40.0,0.0
265,40.0,0.0,36.0,0.0,40.0,0.0
266,40.0,0.0,36.0,0.0,40.0,0.0
267,40.0,0.0,36.0,0.0,40.0,0.0
268,40.0,0.0,36.0,0.0,40.0,0.0
269,40.0,0.0,36.0,0.0,40.0,0.0
270,40.0,0.0,36.0,0.0,40.0,0.0
271,40.0,0.0,36.0,0.0,40.0,0.0
272,40.0,0.0,36.0,0.0,40.0,0.0
273,40.0,0.0,36.0,0.0,40.0,0.0
274,40.0,0.0,36.0,0.0,40.0,0.0
275,40.0,0.0,36.0,0.0,40.0,0.0
276,40.0,0.0,36.0,0.0,40.0,0.0
277,40.0,0.0,36.0,0.0,40.0,0.0
278,40.0,0.0,36.0,0.0,40.0,0.0
279,40.0,0.0,36.0,0.0,40.0,0.0
280,40.0,0.0,36.0,0.0,40.0,0.0
281,40.0,0.0,36.0,0.0,40.0,0.0
282,40.0,0.0,36.0,0.0,40.0,0.0
283,40.0,0.0,36.0,0.0,40.0,0.0
284,40.0,0.0,36.0,0.0,40.0,0.0
285,40.0,0.0,36.0,0.0,40.0,0.0
286,40.0,0.0,36.0,0.0,40.0,0.0
287,40.0,0.0,36.0,0.0,40.0,0.0
288,40.0,0.0,36.0,0.0,40.0,0.0
289,40.0,0.0,36.0,0.0,40.0,0.0
290,40.0,0.0,36.0,0.0,40.0,0.0
291,40.0,0.0,36.0,0.0,40.0,0.0
292,40.0,0.0,36.0,0.0,40.0,0.0
293,40.0,0.0,36.0,0.0,40.0,0.0
294,40.0,0.0,36.0,0.0,40.0,0.0
295,40.0,0.0,36.0,0.0,40.0,0.0
296,40.0,0.0,36.0,0.0,40.0,0.0
297,40.0,0.0,36.0,0.0,40.0,0.0
298,40.0,0.0,36.0,0.0,40.0,0.0
299,40.0,0.0,36.0,0.0,40.0,0.0
300,40.0,0.0,36.0,0.0,40.0,0.0
301,40.0,0.0,36.0,0.0,40.0,0.0
302,40.0,0.0,36.0,0.0,40.0,0.0
303,40.0,0.0,36.0,0.0,40.0,0.0
304,40.0,0.0,36.0,0.0,40.0,0.0
305,40.0,0.0,36.0,0.0,40.0,0.0
306,40.0,0.0,36.0,0.0,40.0,0.0
307,40.0,0.0,36.0,0.0,40.0,0.0
308,40.0,0.0,36.0,0.0,40.0,0.0
309,40.0,0.0,36.0,0.0,40.0,0.0
310,40.0,0.0,36.0,0.0,40.0,0.0
311,40.0,0.0,36.0,0.0,40.0,0.0
312,40.0,0.0,36.0,0.0,40.0,0.0
313,40.0,0.0,36.0,0.0,40.0,0.0
314,40.0,0.0,36.0,0.0,40.0,0.0
315,40.0,0.0,36.0,0.0,40.0,0.0
316,40.0,0.0,36.0,0.0,40.0,0.0
317,40.0,0.0,36.0,0.0,40.0,0.0
318,40.0,0.0,36.0,0.0,40.0,0.0
319,40.0,0.0,36.0,0.0,40.0,0.0
320,40.0,0.0,36.0,0.0,40.0,0.0
321,40.0,0.0,36.0,0.0,40.0,0.0
322,40.0,0.0,36.0,0.0,40.0,0.0
323,40.0,0.0,36.0,0.0,40.0,0.0
324,40.0,0.0,36.0,0.0,40.0,0.0
325,40.0,0.0,36.0,0.0,40.0,0.0
326,40.0,0.0,36.0,0.0,40.0,0.0
327,40.0,0.0,36.0,0.0,40.0,0.0
328,40.0,0.0,36.0,0.0,40.0,0.0
329,40.0,0.0,36.0,0.0,40.0,0.0
330,40.0,0.0,36.0,0.0,40.0,0.0
331,40.0,0.0,36.0,0.0,40.0,0.0
332,40.0,0.0,36.0,0.0,40.0,0.0
333,40.0,0.0,36.0,0.0,40.0,0.0
334,40.0,0.0,36.0,0.0,40.0,0.0
335,40.0,0.0,36.0,0.0,40.0,0.0
336,40.0,0.0,36.0,0.0,40.0,0.0
337,40.0,0.0,36.0,0.0,40.0,0.0
338,40.0,0.0,36.0,0.0,40.0,0.0
339,40.0,0.0,36.0,0.0,40.0,0.0
340,40.0,0.0,36.0,0.0,40.0,0.0
341,40.0,0.0,36.0,0.0,40.0,0.0
342,40.0,0.0,36.0,0.0,40.0,0.0
343,40.0,0.0,36.0,0.0,40.0,0.0
344,40.0,0.0,36.0,0.0,40.0,0.0
345,40.0,0.0,36.0,0.0,40.0,0.0
346,40.0,0.0,36.0,0.0,40.0,0.0
347,40.0,0.0,36.0,0.0,40.0,0.0
348,40.0,0.0,36.0,0.0,40.0,0.0
349,40.0,0.0,36.0,0.0,40.0,0.0
350,40.0,0.0,36.0,0.0,40.0,0.0
351,40.0,0.0,36.0,0.0,40.0,0.0
352,40.0,0.0,36.0,0.0,40.0,0.0
353,40.0,0.0,36.0,0.0,40.0,0.0
354,40.0,0.0,36.0,0.0,40.0,0.0
355,40.0,0.0,36.0,0.0,40.0,0.0
356,40.0,0.0,36.0,0.0,40.0,0.0
357,40.0,0.0,36.0,0.0,40.0,0.0
358,40.0,0.0,36.0,0.0,40.0,0.0
359,40.0,0.0,36.0,0.0,40.0,0.0
360,40.0,0.0,36.0,0.0,40.0,0.0
361,40.0,0.0,36.0,0.0,40.0,0.0
362,40.0,0.0,36.0,0.0,40.0,0.0
363,40.0,0.0,36.0,0.0,40.0,0.0
364,40.0,0.0,36.0,0.0,40.0,0.0
365,40.0,0.0,36.0,0.0,40.0,0.0
366,40.0,0.0,36.0,0.0,40.0,0.0
367,40.0,0.0,36.0,0.0,40.0,0.0
368,40.0,0.0,36.0,0.0,40.0,0.0
369,40.0,0.0,36.0,0.0,40.0,0.0
370,40.0,0.0,36.0,0.0,40.0,0.0
371,40.0,0.0,36.0,0.0,40.0,0.0
372,40.0,0.0,36.0,0.0,40.0,0.0
373,40.0,0.0,36.0,0.0,40.0,0.0
374,40.0,0.0,36.0,0.0,40.0,0.0
375,40.0,0.0,36.0,0.0,40.0,0.0
376,40.0,0.0,36.0,0.0,40.0,0.0
377,40.0,0.0,36.0,0.0,40.0,0.0
378,40.0,0.0,36.0,0.0,40.0,0.0
379,40.0,0.0,36.0,0.0,40.0,0.0
380,40.0,0.0,36.0,0.0,40.0,0.0
381,40.0,0.0,36.0,0.0,40.0,0.0
382,40.0,0.0,36.0,0.0,40.0,0.0
383,40.0,0.0,36.0,0.0,40.0,0.0
384,40.0,0.0,36.0,0.0,40.0,0.0
385,40.0,0.0,36.0,0.0,40.0,0.0
386,40.0,0.0,36.0,0.0,40.0,0.0
387,40.0,0.0,36.0,0.0,40.0,0.0
388,40.0,0.0,36.0,0.0,40.0,0.0
389,40.0,0.0,36.0,0.0,40.0,0.0
390,40.0,0.0,36.0,0.0,40.0,0.0
391,40.0,0.0,36.0,0.0,40.0,0.0
392,40.0,0.0,36.0,0.0,40.0,0.0
393,40.0,0.0,36.0,0.0,40.0,0.0
394,40.0,0.0,36.0,0.0,40.0,0.0
395,40.0,0.0,36.0,0.0,40.0,0.0
396,40.0,0.0,36.0,0.0,40.0,0.0
397,40.0,0.0,36.0,0.0,40.0,0.0
398,40.0,0.0,36.0,0.0,40.0,0.0
399,40.0,0.0,36.0,0.0,40.0,0.0
400,40.0,0.0,36.0,0.0,40.0,0.0
401,40.0,0.0,36.0,0.0,40.0,0.0
402,40.0,0.0,36.0,0.0,40.0,0.0
403,40.0,0.0,36.0,0.0,40.0,0.0
404,40.0,0.0,36.0,0.0,40.0,0.0
405,40.0,0.0,36.0,0.0,40.0,0.0
406,40.0,0.0,36.0,0.0,40.0,0.0
407,40.0,0.0,36.0,0.0,40.0,0.0
408,40.0,0.0,36.0,0.0,40.0,0.0
409,40.0,0.0,36.0,0.0,40.0,0.0
410,40.0,0.0,36.0,0.0,40.0,0.0
411,40.0,0.0,36.0,0.0,40.0,0.0
412,40.0,0.0,36.0,0.0,40.0,0.0
413,40.0,0.0,36.0,0.0,40.0,0.0
414,40.0,0.0,36.0,0.0,40.0,0.0
415,40.0,0.0,36.0,0.0,40.0,0.0
416,40.0,0.0,36.0,0.0,40.0,0.0
417,40.0,0.0,36.0,0.0,40.0,0.0
418,40.0,0.0,36.0,0.0,40.0,0.0
419,40.0,0.0,36.0,0.0,40.0,0.0
420,40.0,0.0,36.0,0.0,40.0,0.0
421,40.0,0.0,36.0,0.0,40.0,0.0
422,40.0,0.0,36.0,0.0,40.0,0.0
423,40.0,0.0,36.0,0.0,40.0,0.0
424,40.0,0.0,36.0,0.0,40.0,0.0
425,40.0,0.0,36.0,0.0,40.0,0.0
426,40.0,0.0,36.0,0.0,40.0,0.0
427,40.0,0.0,36.0,0.0,40.0,0.0
428,40.0,0.0,36.0,0.0,40.0,0.0
429,40.0,0.0,36.0,0.0,40.0,0.0
430,40.0,0.0,36.0,0.0,40.0,0.0
431,40.0,0.0,36.0,0.0,40.0,0.0
432,40.0,0.0,36.0,0.0,40.0,0.0
433,40.0,0.0,36.0,0.0,40.0,0.0
434,40.0,0.0,36.0,0.0,40.0,0.0
435,40.0,0.0,36.0,0.0,40.0,0.0
436,40.0,0.0,36.0,0.0,40.0,0.0
437,40.0,0.0,36.0,0.0,40.0,0.0
438,40.0,0.0,36.0,0.0,40.0,0.0
439,40.0,0.0,36.0,0.0,40.0,0.0
440,40.0,0.0,36.0,0.0,40.0,0.0
441,40.0,0.0,36.0,0.0,40.0,0.0
442,40.0,0.0,36.0,0.0,40.0,0.0
443,40.0,0.0,36.0,0.0,40.0,0.0
444,40.0,0.0,36.0,0.0,40.0,0.0
445,40.0,0.0,36.0,0.0,40.0,0.0
446,40.0,0.0,36.0,0.0,40.0,0.0
447,40.0,0.0,36.0,0.0,40.0,0.0
448,40.0,0.0,36.0,0.0,40.0,0.0
449,40.0,0.0,36.0,0.0,40.0,0.0
450,40.0,0.0,36.0,0.0,40.0,0.0
451,40.0,0.0,36.0,0.0,40.0,0.0
452,40.0,0.0,36.0,0.0,40.0,0.0
453,40.0,0.0,36.0,0.0,40.0,0.0
454,40.0,0.0,36.0,0.0,40.0,0.0
455,40.0,0.0,36.0,0.0,40.0,0.0
456,40.0,0.0,36.0,0.0,40.0,0.0
457,40.0,0.0,36.0,0.0,40.0,0.0
458,40.0,0.0,36.0,0.0,40.0,0.0
459,40.0,0.0,36.0,0.0,40.0,0.0
460,40.0,0.0,36.0,0.0,40.0,0.0
461,40.0,0.0,36.0,0.0,40.0,0.0
462,40.0,0.0,36.0,0.0,40.0,0.0
463,40.0,0.0,36.0,0.0,40.0,0.0
464,40.0,0.0,36.0,0.0,40.0,0.0
465,40.0,0.0,36.0,0.0,40.0,0.0
466,40.0,0.0,36.0,0.0,40.0,0.0
467,40.0,0.0,36.0,0.0,40.0,0.0
468,40.0,0.0,36.0,0.0,40.0,0.0
469,40.0,0.0,36.0,0.0,40.0,0.0
470,40.0,0.0,36.0,0.0,40.0,0.0
471,40.0,0.0,36.0,0.0,40.0,0.0
472,40.0,0.0,36.0,0.0,40.0,0.0
473,40.0,0.0,36.0,0.0,40.0,0.0
474,40.0,0.0,36.0,0.0,40.0,0.0
475,40.0,0.0,36.0,0.0,40.0,0.0
476,40.0,0.0,36.0,0.0,40.0,0.0
477,40.0,0.0,36.0,0.0,40.0,0.0
478,40.0,0.0,36.0,0.0,40.0,0.0
479,40.0,0.0,36.0,0.0,40.0,0.0
480,40.0,0.0,36.0,0.0,40.0,0.0
481,40.0,0.0,36.0,0.0,40.0,0.0
482,40.0,0.0,36.0,0.0,40.0,0.0
483,40.0,0.0,36.0,0.0,40.0,0.0
484,40.0,0.0,36.0,0.0,40.0,0.0
485,40.0,0.0,36.0,0.0,40.0,0.0
486,40.0,0.0,36.0,0.0,40.0,0.0
487,40.0,0.0,36.0,0.0,40.0,0.0
488,40.0,0.0,36.0,0.0,40.0,0.0
489,40.0,0.0,36.0,0.0,40.0,0.0
490,40.0,0.0,36.0,0.0,40.0,0.0
491,40.0,0.0,36.0,0.0,40.0,0.0
492,40.0,0.0,36.0,0.0,40.0,0.0
493,40.0,0.0,36.0,0.0,40.0,0.0
494,40.0,0.0,36.0,0.0,40.0,0.0
495,40.0,0.0,36.0,0.0,40.0,0.0
496,40.0,0.0,36.0,0.0,40.0,0.0
497,40.0,0.0,36.0,0.0,40.0,0.0
498,40.0,0.0,36.0,0.0,40.0,0.0
499,40.0,0.0,36.0,0.0,40.0,0.0
500,40.0,0.0,36.0,0.0,40.0,0.0
501,40.0,0.0,36.0,0.0,40.0,0.0
502,40.0,0.0,36.0,0.0,40.0,0.0
503,40.0,0.0,36.0,0.0,40.0,0.0
504,40.0,0.0,36.0,0.0,40.0,0.0
505,40.0,0.0,36.0,0.0,40.0,0.0
506,40.0,0.0,36.0,0.0,40.0,0.0
507,40.0,0.0,36.0,0.0,40.0,0.0
508,40.0,0.0,36.0,0.0,40.0,0.0
509,40.0,0.0,36.0,0.0,40.0,0.0
510,40.0,0.0,36.0,0.0,40.0,0.0
511,40.0,0.0,36.0,0.0,40.0,0.0
512,40.0,0.0,36.0,0.0,40.0,0.0
513,40.0,0.0,36.0,0.0,40.0,0.0
514,40.0,0.0,36.0,0.0,40.0,0.0
515,40.0,0.0,36.0,0.0,40.0,0.0
516,40.0,0.0,36.0,0.0,40.0,0.0
517,40.0,0.0,36.0,0.0,40.0,0.0
518,40.0,0.0,36.0,0.0,40.0,0.0
519,40.0,0.0,36.0,0.0,40.0,0.0
520,40.0,0.0,36.0,0.0,40.0,0.0
521,40.0,0.0,36.0,0.0,40.0,0.0
522,40.0,0.0,36.0,0.0,40.0,0.0
523,40.0,0.0,36.0,0.0,40.0,0.0
524,40.0,0.0,36.0,0.0,40.0,0.0
525,40.0,0.0,36.0,0.0,40.0,0.0
526,40.0,0.0,36.0,0.0,40.0,0.0
527,40.0,0.0,36.0,0.0,40.0,0.0
528,40.0,0.0,36.0,0.0,40.0,0.0
529,40.0,0.0,36.0,0.0,40.0,0.0
530,40.0,0.0,36.0,0.0,40.0,0.0
531,40.0,0.0,36.0,0.0,40.0,0.0
532,40.0,0.0,36.0,0.0,40.0,0.0
533,40.0,0.0,36.0,0.0,40.0,0.0
